p1	p2	turn	cost	sampled	components	large_size	small_size	core	pair	charge	separator
2038081324912	4329590493176	1	147	false	2	26	2	[1, 4, 10, 261, 264, 513, 516, 520, 768, 774, 776, 1026, 1034, 1280, 1286, 1288, 1536, 1540, 1544, 1792, 1796, 1800, 2050, 2052, 2058, 2310]	[1, 5]	-1	2
2029389938688	1082383663104	0	7	true	2	11	2	[1, 4, 8, 13, 16, 20, 26, 257, 260, 276, 281]	[2, 6]	1	1
2029490603776	4380926935808	0	172	false	2	17	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 269, 280, 285, 518, 520, 524]	[2, 6]	1	1
1995113037824	1082382876680	1	1	true	2	13	2	[2, 6, 262, 266, 522, 776, 1034, 1288, 1542, 1544, 1796, 1801, 2053]	[1, 5]	-1	1
2029490603776	1082392314632	0	103	false	2	18	2	[1, 5, 261, 265, 516, 520, 776, 1033, 1280, 1285, 1288, 1536, 1540, 1544, 1794, 1796, 1802, 2054]	[2, 6]	1	1
2029490603776	4380927197960	1	351	false	2	19	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 270, 280, 286, 290, 517, 520, 524, 546]	[1, 5]	-1	1
105228337456	532636238592	1	8	true	2	14	2	[1, 4, 10, 257, 260, 264, 520, 778, 1024, 1030, 1034, 1282, 1286, 1542]	[1, 5]	-1	1
1926393561088	1030850871552	0	1	true	2	10	2	[1, 5, 8, 12, 18, 265, 269, 272, 278, 521]	[2, 6]	1	4
1995129816080	1082391265816	1	2	true	2	17	2	[2, 4, 26, 29, 258, 262, 278, 280, 284, 289, 518, 522, 524, 530, 532, 536, 541]	[1, 5]	-1	1
2029491128112	4380927197976	0	513	false	2	21	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 269, 280, 284, 289, 518, 520, 524, 538, 540, 545]	[2, 6]	1	1
2029491128112	4380927201048	1	515	false	2	22	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 270, 280, 284, 290, 514, 516, 520, 524, 537, 540, 546]	[1, 5]	-1	1
2055261194032	4380927201048	0	544	false	2	23	2	[1, 4, 8, 12, 17, 20, 24, 28, 34, 258, 260, 264, 269, 280, 284, 288, 513, 516, 520, 524, 538, 540, 545]	[2, 6]	1	1
2055260145408	4381128003328	1	1	true	2	21	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 256, 261, 266, 278, 280, 284, 288, 294, 532, 536, 540, 546]	[1, 5]	-1	1
1471093474560	4381109915392	1	1	true	2	17	2	[1, 4, 10, 12, 18, 20, 26, 28, 34, 278, 286, 288, 294, 532, 538, 540, 546]	[1, 5]	-1	1
2055261194032	4381128527640	1	610	false	2	24	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 256, 260, 264, 278, 280, 284, 288, 294, 514, 516, 521, 532, 536, 540, 546]	[1, 5]	-1	1
2055243890688	4380885254152	0	41	true	2	16	2	[1, 4, 8, 12, 17, 20, 24, 28, 34, 258, 262, 265, 280, 285, 288, 545]	[2, 6]	1	1
2055243890688	4381086580744	1	112	false	2	17	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 256, 262, 264, 282, 285, 288, 294, 514]	[1, 5]	-1	1
2055260668416	4381086580744	0	137	false	2	18	2	[1, 4, 10, 261, 264, 516, 520, 776, 1033, 1288, 1538, 1540, 1544, 1798, 1800, 2052, 2057, 2309]	[2, 6]	1	1
2055260668672	4381094969608	1	184	false	2	20	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 256, 262, 264, 278, 280, 285, 288, 294, 514, 532, 537]	[1, 5]	-1	1
955648376832	532594556936	0	3	true	2	12	2	[1, 4, 10, 261, 264, 516, 520, 776, 1033, 1288, 1540, 1546]	[2, 6]	1	1
1376604193792	4123403488256	1	1	true	2	9	2	[0, 6, 8, 14, 266, 268, 274, 520, 526]	[1, 5]	-1	4
2029389940288	4380920643680	1	107	false	2	17	2	[2, 4, 8, 12, 18, 20, 24, 30, 262, 264, 278, 280, 286, 517, 521, 532, 538]	[1, 5]	-1	1
2029490603584	4380920643680	0	276	false	2	18	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 277, 280, 285, 518, 522, 532, 537]	[2, 6]	1	1
2029490603584	1082385763424	0	142	false	2	18	2	[1, 4, 8, 13, 16, 20, 26, 257, 260, 265, 276, 280, 286, 517, 520, 534, 536, 541]	[2, 6]	1	1
2029490602560	4380887089248	0	119	false	2	17	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 262, 264, 277, 280, 285, 522, 532, 537]	[2, 6]	1	1
2029490603584	4380920646752	1	550	false	2	19	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 278, 280, 286, 514, 516, 521, 532, 538]	[1, 5]	-1	1
380106244112	532578566144	1	1	true	2	9	2	[0, 6, 8, 12, 18, 266, 269, 272, 529]	[1, 5]	-1	4
2029373161536	3831114498144	1	8	true	2	13	2	[2, 4, 8, 14, 16, 21, 24, 30, 258, 260, 266, 518, 520]	[1, 5]	-1	1
2029390463088	4380920643680	1	109	false	2	16	2	[1, 4, 8, 256, 260, 266, 276, 282, 514, 516, 520, 526, 528, 532, 536, 542]	[1, 5]	-1	1
2029390464624	4380920643680	0	110	false	2	18	2	[1, 4, 8, 12, 17, 20, 24, 29, 261, 264, 277, 280, 284, 518, 522, 532, 536, 542]	[2, 6]	1	1
2029390464624	4380920646752	1	252	false	2	19	2	[1, 4, 8, 21, 24, 30, 256, 260, 266, 276, 282, 514, 516, 520, 526, 528, 532, 536, 542]	[1, 5]	-1	1
2029491127920	4380920646752	0	805	true	2	20	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 277, 280, 284, 513, 516, 522, 532, 536, 542]	[2, 6]	1	1
2029490603584	1082386022504	0	56	true	2	19	2	[1, 5, 261, 265, 513, 516, 520, 768, 773, 776, 1033, 1288, 1538, 1540, 1544, 1794, 1796, 1802, 2054]	[2, 6]	1	1
2029490603584	4380920905832	1	101	false	2	20	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 278, 280, 286, 290, 517, 521, 532, 538, 546]	[1, 5]	-1	1
2029390464624	1082386022520	0	121	false	2	19	2	[1, 4, 8, 12, 26, 30, 257, 260, 264, 269, 280, 285, 517, 520, 524, 529, 532, 536, 542]	[2, 6]	1	1
2029390464624	4380920905848	1	122	false	2	20	2	[2, 4, 8, 12, 18, 20, 24, 30, 262, 264, 278, 280, 284, 290, 517, 521, 532, 536, 540, 546]	[1, 5]	-1	1
2029490079232	4380920643648	0	106	false	2	17	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 277, 281, 284, 518, 522, 533]	[2, 6]	1	1
2029490079232	4380920905816	1	117	false	2	20	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 278, 282, 284, 290, 517, 521, 534, 542, 546]	[1, 5]	-1	1
2029472776192	481039745080	0	10	true	2	14	2	[1, 5, 9, 257, 265, 269, 286, 290, 522, 524, 529, 532, 538, 542]	[2, 6]	1	1
2029489555040	1082385498232	0	104	false	2	19	2	[1, 5, 8, 12, 26, 30, 257, 265, 269, 280, 284, 290, 517, 520, 524, 529, 532, 536, 542]	[2, 6]	1	1
2029489555040	4380920381560	1	105	false	2	20	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 278, 282, 290, 517, 521, 532, 536, 542, 546]	[1, 5]	-1	1
826798573168	498236653664	0	7	true	2	14	2	[1, 4, 10, 261, 264, 513, 517, 520, 769, 1024, 1282, 1284, 1290, 1546]	[2, 6]	1	1
1926410864240	4346561167480	1	123	false	2	20	2	[2, 4, 8, 12, 18, 22, 30, 257, 260, 264, 278, 282, 284, 290, 517, 521, 532, 536, 540, 546]	[1, 5]	-1	1
1926394086928	3796755021880	1	1	true	2	18	2	[2, 4, 9, 12, 18, 22, 30, 257, 261, 278, 282, 284, 290, 517, 521, 538, 540, 546]	[1, 5]	-1	1
2029491127824	4380920905784	1	146	false	2	20	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 278, 280, 284, 290, 517, 521, 538, 540, 546]	[1, 5]	-1	1
2029491127920	4380920905848	0	844	false	2	21	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 277, 280, 284, 289, 518, 522, 532, 536, 540, 545]	[2, 6]	1	1
2029491127920	4380920908920	1	1650	false	2	22	2	[2, 4, 8, 12, 18, 20, 24, 30, 257, 260, 264, 278, 280, 284, 290, 514, 516, 521, 532, 536, 540, 546]	[1, 5]	-1	1
2055261193840	4380920908920	0	1666	false	2	23	2	[1, 4, 8, 12, 17, 20, 24, 28, 34, 258, 260, 264, 277, 280, 284, 288, 513, 516, 522, 532, 536, 540, 545]	[2, 6]	1	1
2029473824864	4329581841472	1	1	true	2	17	2	[1, 4, 9, 256, 262, 264, 514, 768, 1024, 1030, 1280, 1284, 1290, 1538, 1540, 1546, 1798]	[1, 5]	-1	1
2046670472800	4381121449024	1	131	false	2	19	2	[0, 4, 8, 14, 16, 20, 24, 30, 260, 266, 276, 280, 284, 290, 517, 520, 533, 536, 542]	[1, 5]	-1	1
2055261193824	4381121711168	0	217	false	2	22	2	[2, 4, 8, 12, 17, 20, 24, 28, 33, 256, 262, 264, 269, 280, 284, 288, 293, 522, 524, 538, 540, 545]	[2, 6]	1	1
1926343230016	2130323701856	0	8	true	2	12	2	[0, 4, 8, 13, 17, 258, 260, 273, 277, 518, 528, 533]	[2, 6]	1	1
2029390463600	1082352468088	0	148	false	2	17	2	[1, 4, 8, 12, 26, 257, 260, 264, 269, 280, 517, 520, 524, 529, 532, 536, 542]	[2, 6]	1	1
2029390463600	4380887351416	1	149	false	2	18	2	[2, 4, 8, 12, 18, 20, 24, 30, 264, 278, 280, 284, 290, 521, 532, 536, 540, 546]	[1, 5]	-1	1
2029472776192	1082351681536	0	6	true	2	12	2	[1, 4, 8, 13, 16, 20, 26, 261, 265, 277, 282, 286]	[2, 6]	1	1
2029491126896	4380887351416	0	546	false	2	20	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 262, 264, 277, 280, 284, 289, 522, 532, 536, 540, 545]	[2, 6]	1	1
2029491126896	4381088678008	1	567	false	2	21	2	[2, 4, 8, 12, 25, 258, 260, 264, 270, 280, 285, 288, 294, 518, 520, 524, 530, 532, 536, 540, 546]	[1, 5]	-1	1
2055261192816	4381088678008	0	582	false	2	22	2	[1, 4, 8, 12, 26, 256, 260, 264, 269, 280, 286, 288, 293, 514, 516, 520, 524, 529, 532, 536, 540, 545]	[2, 6]	1	1
929877263872	481053117440	0	1	true	2	9	2	[1, 4, 10, 264, 522, 524, 529, 532, 538]	[2, 6]	1	4
2029388890112	4329380511744	1	6	true	2	11	2	[1, 4, 10, 12, 16, 20, 26, 258, 262, 272, 278]	[1, 5]	-1	1
2029390464512	4380920122368	1	134	false	2	16	2	[2, 4, 8, 12, 18, 20, 24, 30, 262, 264, 278, 280, 285, 514, 516, 521]	[1, 5]	-1	1
2029491127808	4380920122368	0	250	false	2	17	2	[1, 4, 8, 12, 17, 20, 24, 29, 258, 260, 264, 277, 280, 286, 513, 516, 522]	[2, 6]	1	1
2029491127808	4381121448960	1	287	false	2	18	2	[2, 4, 8, 14, 16, 20, 24, 30, 257, 260, 266, 276, 280, 284, 290, 533, 536, 542]	[1, 5]	-1	1
2029491127904	4381121449024	0	309	false	2	20	2	[1, 4, 8, 13, 16, 20, 24, 29, 258, 260, 265, 276, 280, 284, 289, 518, 520, 534, 536, 541]	[2, 6]	1	1
2029491127920	4381121449072	1	362	false	2	21	2	[0, 4, 8, 21, 24, 30, 257, 260, 266, 276, 280, 284, 290, 514, 516, 520, 526, 528, 532, 536, 542]	[1, 5]	-1	1
2055260931696	4381121449072	0	377	false	2	22	2	[2, 4, 8, 12, 17, 20, 24, 28, 33, 262, 264, 269, 280, 284, 288, 293, 516, 520, 524, 538, 540, 545]	[2, 6]	1	1
2029491127856	4381119876096	0	216	false	2	19	2	[1, 4, 8, 13, 16, 20, 24, 29, 256, 260, 276, 280, 284, 289, 514, 518, 534, 536, 541]	[2, 6]	1	1
2029491127856	4381120138264	1	217	false	2	21	2	[2, 4, 9, 25, 28, 34, 258, 260, 264, 280, 284, 288, 294, 518, 520, 524, 530, 532, 536, 540, 546]	[1, 5]	-1	1
2046603363888	2181861737496	0	19	true	2	16	2	[0, 4, 8, 13, 16, 20, 24, 258, 260, 276, 281, 512, 518, 534, 536, 541]	[2, 6]	1	1
2055260145152	4381119876096	0	130	false	2	19	2	[2, 4, 8, 12, 17, 20, 24, 28, 33, 258, 260, 265, 280, 284, 288, 293, 538, 540, 545]	[2, 6]	1	1
2055260145152	4381120138264	1	131	false	2	21	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 256, 260, 266, 280, 284, 288, 294, 514, 518, 537, 540, 546]	[1, 5]	-1	1
2020782440448	3831111352320	0	1	true	2	11	2	[1, 4, 10, 12, 17, 20, 25, 28, 34, 285, 290]	[2, 6]	1	1
2055243890688	4380918549504	0	128	false	2	17	2	[1, 4, 8, 12, 17, 20, 24, 28, 34, 258, 260, 265, 280, 285, 290, 513, 517]	[2, 6]	1	1
2055243890688	4381119876096	1	130	false	2	18	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 257, 262, 264, 282, 284, 288, 294, 542, 546]	[1, 5]	-1	1
2055244415024	4381119876096	0	308	false	2	20	2	[2, 4, 8, 12, 17, 20, 24, 28, 33, 258, 260, 264, 281, 284, 288, 293, 518, 522, 541, 545]	[2, 6]	1	1
2055244415024	4381120138264	1	309	false	2	21	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 256, 260, 264, 282, 284, 288, 294, 514, 516, 521, 542, 546]	[1, 5]	-1	1
2055261193776	4381120138264	0	840	false	2	22	2	[1, 4, 10, 26, 28, 33, 256, 260, 264, 280, 284, 288, 293, 514, 516, 520, 524, 529, 532, 536, 540, 545]	[2, 6]	1	1
2055261193840	4381122235512	1	3806	false	2	24	2	[1, 4, 8, 12, 18, 20, 24, 28, 34, 256, 260, 264, 270, 280, 284, 288, 294, 514, 516, 520, 524, 537, 540, 546]	[1, 5]	-1	1
1986541717360	4140610097120	0	1	true	2	23	2	[2, 4, 10, 20, 24, 28, 33, 258, 260, 264, 277, 280, 284, 288, 293, 518, 520, 524, 529, 532, 536, 540, 545]	[2, 6]	1	1
1960771651440	4140409032696	1	127	false	2	22	2	[2, 4, 8, 12, 18, 20, 24, 28, 34, 257, 260, 264, 270, 280, 284, 290, 514, 516, 520, 524, 537, 542]	[1, 5]	-1	1
1986541717360	4140409032696	0	142	false	2	23	2	[1, 4, 8, 12, 17, 20, 24, 28, 33, 256, 260, 264, 277, 280, 284, 290, 514, 516, 522, 532, 536, 540, 545]	[2, 6]	1	1
1986541717360	4140610359288	1	157	false	2	24	2	[1, 4, 9, 20, 24, 28, 34, 256, 260, 264, 278, 280, 284, 288, 294, 514, 516, 520, 524, 530, 532, 536, 540, 546]	[1, 5]	-1	1
858995032064	4123194818944	1	1	true	2	8	3	[2, 6, 8, 12, 266, 270, 526, 530]	[0, 5, 257]	-1	4
105227814720	68739400672	0	1	true	2	11	2	[1, 4, 9, 12, 16, 22, 256, 261, 273, 514, 516]	[2, 6]	1	1
1754612696896	3418847970272	0	133	false	2	18	2	[1, 4, 8, 22, 24, 29, 257, 260, 265, 276, 280, 286, 517, 520, 525, 528, 532, 538]	[2, 6]	1	1
1754612695872	3418814415328	0	41	true	2	17	2	[1, 4, 8, 22, 24, 29, 257, 260, 265, 276, 282, 286, 517, 520, 525, 528, 534]	[2, 6]	1	1
1754612696896	3418847973344	1	233	false	2	19	2	[2, 4, 8, 12, 18, 20, 26, 257, 260, 264, 278, 280, 286, 514, 516, 521, 532, 536, 542]	[1, 5]	-1	1
1754613221232	3418847973344	0	235	false	2	20	2	[1, 4, 8, 12, 17, 20, 24, 30, 258, 260, 264, 277, 280, 284, 513, 516, 522, 532, 536, 541]	[2, 6]	1	1
2164326768	68771906528	1	1	true	2	10	2	[1, 4, 8, 14, 16, 22, 266, 276, 282, 522]	[1, 5]	-1	1
1754612172544	3418847970240	0	129	false	2	17	2	[1, 4, 8, 22, 24, 29, 256, 261, 265, 276, 280, 286, 521, 525, 528, 532, 538]	[2, 6]	1	1
1754612172544	3418848232408	1	168	false	2	20	2	[2, 4, 9, 20, 24, 30, 257, 260, 264, 278, 282, 284, 290, 517, 520, 524, 530, 534, 542, 546]	[1, 5]	-1	1
2147551072	53478336	0	1	true	2	10	2	[1, 5, 17, 21, 258, 260, 264, 269, 272, 278]	[2, 6]	1	1
2148075376	68772955104	0	7	true	2	13	2	[2, 4, 8, 13, 16, 20, 26, 257, 261, 273, 277, 282, 529]	[2, 6]	1	1
1651532957552	3384488231904	0	101	false	2	18	2	[1, 4, 10, 21, 29, 258, 260, 264, 277, 281, 284, 518, 520, 524, 529, 532, 536, 542]	[2, 6]	1	1
1651532957552	3384488494072	1	110	false	2	20	2	[2, 4, 8, 12, 18, 20, 24, 29, 258, 260, 266, 270, 280, 284, 289, 518, 526, 537, 540, 546]	[1, 5]	-1	1
1754613221232	3418848232440	0	555	false	2	21	2	[1, 4, 8, 12, 17, 20, 24, 30, 257, 260, 264, 269, 280, 284, 290, 517, 520, 524, 538, 540, 545]	[2, 6]	1	1
1754613221232	120313352184	0	154	false	2	21	2	[1, 4, 8, 12, 17, 20, 24, 28, 33, 257, 260, 264, 269, 280, 284, 290, 517, 520, 524, 538, 542]	[2, 6]	1	1
1754613221232	3418848235512	1	945	false	2	22	2	[2, 4, 8, 12, 18, 20, 24, 28, 34, 257, 260, 264, 278, 280, 284, 290, 514, 516, 521, 532, 536, 542]	[1, 5]	-1	1
1780383287152	3418848235512	0	959	false	2	23	2	[1, 4, 8, 12, 17, 20, 24, 28, 33, 256, 260, 264, 269, 280, 284, 290, 514, 516, 520, 524, 538, 540, 545]	[2, 6]	1	1
1754612696928	3367509168064	0	140	false	2	18	2	[2, 4, 9, 12, 16, 20, 25, 256, 261, 272, 276, 280, 285, 514, 516, 530, 532, 537]	[2, 6]	1	1
1771792566112	3419048775616	1	198	false	2	19	2	[0, 4, 8, 21, 24, 30, 260, 266, 276, 280, 284, 290, 517, 520, 526, 528, 532, 536, 542]	[1, 5]	-1	1
1780383287136	3419049037760	0	234	false	2	22	2	[2, 4, 8, 12, 26, 28, 33, 256, 262, 264, 269, 280, 284, 288, 293, 522, 524, 529, 532, 536, 540, 545]	[2, 6]	1	1
1754511508224	3418814415296	1	15	true	2	14	2	[2, 4, 8, 21, 24, 30, 256, 262, 266, 276, 522, 526, 528, 533]	[1, 5]	-1	1
1754613220208	3419015741920	0	163	false	2	19	2	[1, 4, 8, 22, 24, 29, 256, 260, 265, 276, 282, 284, 289, 514, 516, 520, 525, 528, 534]	[2, 6]	1	1
1754613220208	3419016004088	1	164	false	2	21	2	[2, 4, 8, 12, 18, 20, 25, 258, 260, 264, 270, 280, 285, 288, 294, 518, 520, 524, 537, 540, 546]	[1, 5]	-1	1
1780382761792	3419016004072	1	108	false	2	21	2	[1, 4, 8, 12, 25, 28, 34, 256, 262, 264, 270, 280, 285, 288, 294, 514, 522, 524, 530, 532, 537]	[1, 5]	-1	1
1720186110832	1202611552760	0	1	true	2	17	2	[0, 6, 16, 21, 258, 260, 273, 276, 281, 284, 518, 520, 525, 528, 532, 536, 541]	[2, 6]	1	1
1780383286128	3419016004088	0	378	false	2	22	2	[1, 4, 8, 12, 17, 20, 26, 256, 260, 264, 269, 280, 286, 288, 293, 514, 516, 520, 524, 538, 540, 545]	[2, 6]	1	1
1651534006112	3350329298880	1	101	false	2	19	2	[2, 5, 258, 260, 265, 518, 520, 778, 1032, 1281, 1284, 1288, 1536, 1540, 1544, 1794, 1796, 1802, 2054]	[1, 5]	-1	1
1754613221216	3419048775616	0	116	false	2	20	2	[1, 4, 8, 22, 24, 29, 258, 260, 265, 276, 280, 284, 289, 518, 520, 525, 528, 532, 536, 541]	[2, 6]	1	1
1754613221232	3419048775664	1	128	false	2	21	2	[0, 4, 8, 14, 16, 20, 24, 30, 257, 260, 266, 276, 280, 284, 290, 514, 516, 520, 533, 536, 542]	[1, 5]	-1	1
1780383025008	3419048775664	0	202	false	2	22	2	[2, 4, 8, 12, 26, 28, 33, 262, 264, 269, 280, 284, 288, 293, 516, 520, 524, 529, 532, 536, 540, 545]	[2, 6]	1	1
105226764544	103098090432	1	1	true	2	8	2	[0, 4, 262, 274, 518, 522, 524, 530]	[1, 5]	-1	4
552021329664	85920056280	1	1	true	2	17	2	[2, 6, 14, 18, 20, 24, 29, 258, 260, 266, 270, 280, 285, 289, 518, 526, 537]	[1, 5]	-1	1
655101593456	120279797752	0	239	false	2	20	2	[1, 4, 8, 12, 17, 20, 24, 28, 33, 257, 260, 264, 269, 280, 286, 290, 517, 520, 524, 538]	[2, 6]	1	1
655101593456	120481124344	1	272	false	2	21	2	[2, 4, 8, 12, 18, 20, 24, 28, 34, 258, 260, 264, 270, 280, 285, 288, 294, 518, 520, 524, 537]	[1, 5]	-1	1
680871659376	120481124344	0	367	false	2	22	2	[1, 4, 8, 12, 17, 20, 24, 28, 33, 256, 260, 264, 269, 280, 286, 288, 293, 514, 516, 520, 524, 538]	[2, 6]	1	1
1780382238576	3384686153688	0	118	false	2	22	2	[1, 4, 10, 12, 17, 20, 24, 28, 33, 256, 262, 280, 284, 288, 293, 514, 516, 522, 524, 538, 540, 545]	[2, 6]	1	1
1754596444016	3418999229944	1	50	true	2	22	2	[2, 4, 8, 12, 18, 20, 25, 28, 34, 258, 260, 264, 270, 285, 288, 294, 518, 520, 524, 537, 540, 546]	[1, 5]	-1	1
2248214352	3298736213496	1	2	true	2	14	2	[2, 4, 10, 12, 18, 20, 25, 28, 34, 285, 288, 294, 542, 546]	[1, 5]	-1	1
1780366509936	3418999229944	0	176	false	2	23	2	[1, 4, 8, 12, 17, 20, 26, 28, 33, 256, 260, 264, 269, 286, 288, 293, 514, 516, 520, 524, 538, 540, 545]	[2, 6]	1	1
1685893744496	3315967987680	0	204	false	2	19	2	[1, 4, 10, 258, 260, 264, 520, 777, 1032, 1282, 1284, 1288, 1536, 1540, 1544, 1793, 1796, 1801, 2053]	[2, 6]	1	1
1685893744496	3315968249848	1	205	false	2	21	2	[2, 4, 8, 12, 18, 20, 24, 28, 34, 258, 260, 264, 280, 284, 288, 294, 518, 521, 537, 540, 546]	[1, 5]	-1	1
1703073088368	3315934429688	0	33	true	2	18	2	[1, 4, 8, 12, 17, 20, 26, 261, 264, 280, 286, 288, 293, 516, 522, 538, 540, 545]	[2, 6]	1	1
1101727335792	3298770817008	1	9	true	2	14	2	[0, 4, 8, 14, 16, 22, 24, 30, 260, 282, 284, 290, 536, 542]	[1, 5]	-1	1
1651431769856	50335680	0	1	true	2	10	2	[1, 4, 8, 12, 17, 21, 261, 264, 518, 522]	[2, 6]	1	4
1711663810416	3315968249848	0	418	false	2	22	2	[1, 4, 8, 12, 17, 20, 24, 28, 33, 256, 260, 264, 280, 284, 288, 293, 514, 516, 522, 538, 540, 545]	[2, 6]	1	1
1780383287152	3419049562104	1	2905	false	2	24	2	[1, 4, 8, 12, 25, 28, 34, 256, 260, 264, 270, 280, 284, 288, 294, 514, 516, 520, 524, 530, 532, 536, 540, 546]	[1, 5]	-1	1
17448692418416	8779177136120	0	14695	true	2	30	2	[1, 4, 8, 12, 17, 20, 24, 28, 33, 256, 260, 264, 269, 277, 280, 284, 288, 293, 298, 514, 516, 520, 524, 529, 532, 536, 540, 544, 548, 554]	[2, 6]	1	2
2027343841136	1030988235744	0	1	true	2	21	1	[6, 8, 12, 17, 20, 24, 30, 258, 260, 264, 269, 277, 280, 286, 290, 518, 520, 524, 529, 532, 538]	[1]	-1	2
824751425280	274903073664	0	1	true	2	10	1	[1, 4, 8, 14, 261, 264, 270, 274, 516, 522]	[2]	1	4
8641593476944	8787698647936	0	134	false	2	24	1	[0, 4, 8, 12, 16, 21, 24, 28, 32, 37, 257, 262, 264, 268, 273, 281, 286, 288, 294, 522, 524, 528, 533, 546]	[2]	1	2
2044506146624	3814067274208	1	6	true	2	18	1	[1, 4, 8, 14, 16, 21, 24, 30, 261, 266, 281, 285, 518, 520, 526, 528, 533, 537]	[2]	1	2
1941444495216	3848486257632	0	2	true	2	20	1	[1, 4, 8, 14, 30, 258, 260, 264, 269, 277, 282, 284, 290, 518, 520, 524, 529, 532, 536, 542]	[1]	-1	1
1769645803376	3427572122592	1	19	true	2	21	1	[2, 4, 8, 12, 25, 28, 34, 257, 260, 264, 270, 280, 284, 289, 517, 520, 524, 530, 532, 536, 541]	[2]	1	1
927832213264	481197818752	0	1	true	2	18	1	[6, 8, 12, 17, 30, 258, 262, 264, 269, 277, 282, 286, 290, 522, 524, 529, 532, 538]	[1]	-1	2
1202710120304	2405226775520	0	1	true	2	19	1	[6, 8, 12, 17, 20, 24, 30, 258, 260, 266, 269, 277, 280, 286, 290, 518, 529, 532, 538]	[1]	-1	2
8624413607792	8727569761248	1	288	false	2	24	1	[0, 4, 8, 12, 16, 22, 24, 29, 258, 261, 264, 268, 274, 282, 284, 289, 293, 521, 524, 528, 534, 536, 540, 545]	[2]	1	2
2044522923008	1073785864192	0	2	true	2	14	1	[2, 4, 8, 13, 16, 20, 26, 262, 265, 273, 278, 280, 286, 538]	[1]	-1	1
2044422260480	816046408192	0	1	true	2	8	7	[1, 4, 8, 12, 17, 261, 266, 269]	[2, 4, 10, 262, 514, 516, 522]	3	4
8366715569936	7825617585024	0	2	true	2	12	9	[0, 4, 8, 14, 257, 262, 264, 268, 522, 524, 528, 533]	[0, 4, 8, 13, 257, 262, 264, 270, 522]	1	3
8654478378832	8791993746304	0	247	false	2	26	1	[0, 4, 8, 12, 16, 21, 24, 28, 32, 36, 40, 257, 262, 264, 268, 273, 281, 286, 288, 294, 297, 522, 524, 528, 533, 546]	[2]	1	2
2044522923120	1065330147552	0	14	true	2	18	1	[2, 4, 8, 13, 16, 20, 26, 262, 265, 273, 278, 280, 286, 514, 516, 520, 525, 538]	[1]	-1	2
944910368768	506957135872	1	1	true	2	10	1	[0, 5, 260, 518, 772, 1029, 1281, 1284, 1537, 1542]	[2]	1	1
8641593476912	8787697730304	1	256	false	2	23	1	[0, 4, 8, 12, 16, 22, 24, 28, 32, 38, 258, 261, 264, 268, 274, 284, 288, 293, 521, 524, 528, 541, 545]	[2]	1	1
8572874000240	8547179561952	1	49	true	2	23	1	[0, 4, 8, 12, 16, 29, 32, 38, 258, 261, 264, 268, 274, 284, 288, 293, 521, 524, 528, 534, 536, 540, 545]	[2]	1	1
8641593476976	8787699827232	1	144	false	2	25	1	[0, 4, 8, 12, 16, 22, 24, 28, 32, 38, 258, 261, 264, 268, 274, 282, 284, 288, 293, 521, 524, 529, 537, 540, 545]	[2]	1	1
2044523184960	1090950529504	1	179	false	2	20	1	[2, 4, 8, 12, 18, 20, 24, 29, 262, 264, 270, 278, 280, 285, 289, 522, 524, 530, 532, 537]	[1]	-1	2
6442570221424	1090984087520	0	322	false	2	24	1	[1, 4, 8, 12, 17, 20, 24, 30, 258, 260, 264, 269, 277, 280, 284, 290, 518, 520, 524, 529, 532, 536, 540, 545]	[2]	1	2
945011295040	541194715168	1	14	true	2	17	1	[2, 4, 8, 12, 18, 20, 25, 262, 264, 270, 278, 280, 285, 289, 522, 533, 537]	[1]	-1	1
945011557184	541194715616	1	100	false	2	19	1	[2, 4, 8, 12, 18, 20, 25, 262, 264, 270, 278, 280, 285, 289, 522, 524, 530, 532, 537]	[1]	-1	2
927831688960	481062555392	0	2	true	2	14	1	[1, 4, 8, 12, 258, 262, 264, 269, 280, 522, 524, 529, 532, 538]	[2]	1	3
